transaction_id,user_id,transaction_amount,transaction_type,merchant_category,transaction_date
TXN0001633,USR01329,416199.47,Withdrawal,Education,2024-08-07
TXN0001634,USR01145,539006.58,Bills,Food,2024-08-18
TXN0001635,USR01382,338022.61,Deposit,Utilities,2024-12-27
TXN0001636,USR01729,732940.49,Bills,Entertainment,2024-06-22
TXN0001637,USR02057,288174.73,Airtime,Utilities,2024-11-10
TXN0001638,USR02840,967639.9,POS,Entertainment,2024-03-01
TXN0001639,USR00176,882512.61,Airtime,Utilities,2024-01-04
TXN0001640,USR00951,586413.48,Transfer,Transport,2024-04-27
TXN0001641,USR01300,799351.44,Transfer,Transport,2024-02-29
TXN0001642,USR02138,480632.6,Airtime,Finance,2024-06-23
TXN0001643,USR01163,682057.86,Bills,Utilities,2024-04-03
TXN0001644,USR01581,616984.57,Withdrawal,Real Estate,2024-09-25
TXN0001645,USR02828,144243.42,Airtime,Finance,2024-09-08
TXN0001646,USR02947,788869.09,Bills,Finance,2024-11-22
TXN0001647,USR02111,129910.48,Deposit,Food,2024-01-04
TXN0001648,USR00286,209308.77,Withdrawal,Transport,2024-05-27
TXN0001649,USR00434,707623.58,Deposit,Food,2024-03-29
TXN0001650,USR02485,126470.03,Airtime,Telecom,2024-02-02
TXN0001651,USR01545,92785.47,Deposit,Telecom,2024-11-15
TXN0001652,USR01075,244899.29,POS,Food,2024-09-23
TXN0001653,USR00100,463292.99,Withdrawal,Food,2024-10-10
TXN0001654,USR00357,518777.05,Deposit,Health,2024-07-25
TXN0001655,USR01967,899870.77,POS,Entertainment,2024-04-02
TXN0001656,USR01089,562128.33,POS,Food,2024-07-04
TXN0001657,USR01333,942148.36,Airtime,Real Estate,2024-10-19
TXN0001658,USR01567,741952.22,Deposit,Education,2024-12-08
TXN0001659,USR02251,392616.67,Airtime,Health,2024-02-22
TXN0001660,USR00260,468878.26,POS,Transport,2024-11-26
TXN0001661,USR02685,925808.89,Withdrawal,Food,2024-04-21
TXN0001662,USR00707,325957.12,Airtime,Real Estate,2024-01-15
TXN0001663,USR01688,214255.46,Airtime,Retail,2024-11-10
TXN0001664,USR02397,657315.0,Transfer,Utilities,2024-06-16
TXN0001665,USR00683,144044.04,Bills,Entertainment,2024-10-08
TXN0001666,USR02213,789393.03,Airtime,Entertainment,2024-05-05
TXN0001667,USR00501,266924.64,POS,Health,2024-06-06
TXN0001668,USR01611,219022.03,Bills,Transport,2024-09-09
TXN0001669,USR01040,332757.31,Withdrawal,Health,2024-10-19
TXN0001670,USR01831,180624.19,Withdrawal,Real Estate,2024-02-29
TXN0001671,USR01803,571128.43,Transfer,Food,2024-04-05
TXN0001672,USR02441,666786.51,POS,Education,2024-05-06
TXN0001673,USR02900,214394.13,Bills,Food,2024-02-27
TXN0001674,USR02126,945814.18,Airtime,Food,2024-10-12
TXN0001675,USR00404,752797.68,Airtime,Entertainment,2024-12-11
TXN0001676,USR00710,548069.33,Transfer,Telecom,2024-01-28
TXN0001677,USR02810,489047.15,POS,Education,2024-10-10
TXN0001678,USR02801,438481.83,Airtime,Entertainment,2024-10-18
TXN0001679,USR02611,184819.09,Withdrawal,Finance,2024-07-01
TXN0001680,USR01140,202154.59,Bills,Transport,2024-01-21
TXN0001681,USR02346,82193.4,Withdrawal,Entertainment,2024-11-26
TXN0001682,USR00668,347017.74,Airtime,Real Estate,2024-02-04
TXN0001683,USR00612,23035.99,Deposit,Real Estate,2024-02-17
TXN0001684,USR02720,749327.67,Transfer,Retail,2024-10-27
TXN0001685,USR02095,277328.47,Airtime,Telecom,2024-09-01
TXN0001686,USR02362,911671.2,POS,Health,2024-04-10
TXN0001687,USR00381,593565.67,Withdrawal,Retail,2024-12-17
TXN0001688,USR02998,633363.4,Airtime,Retail,2024-01-25
TXN0001689,USR02869,866756.68,POS,Finance,2024-03-01
TXN0001690,USR00472,139806.98,Withdrawal,Retail,2024-12-04
TXN0001691,USR00531,402815.35,Airtime,Telecom,2024-07-14
TXN0001692,USR02962,446601.26,Bills,Education,2024-01-17
TXN0001693,USR02552,198111.54,Deposit,Transport,2024-05-07
TXN0001694,USR01558,192605.89,Bills,Transport,2024-10-19
TXN0001695,USR02665,179001.74,Deposit,Utilities,2024-12-04
TXN0001696,USR01156,149801.7,Airtime,Retail,2024-02-23
TXN0001697,USR02798,789878.24,POS,Education,2024-01-12
TXN0001698,USR02362,859871.01,Deposit,Entertainment,2024-06-21
TXN0001699,USR01539,596403.4,Airtime,Telecom,2024-03-17
TXN0001700,USR01503,193814.97,Bills,Finance,2024-10-29
TXN0001701,USR02684,810501.71,Transfer,Transport,2024-02-03
TXN0001702,USR00526,596282.91,Deposit,Real Estate,2024-10-18
TXN0001703,USR00938,776406.94,POS,Retail,2024-01-09
TXN0001704,USR01471,423976.93,Withdrawal,Entertainment,2024-04-07
TXN0001705,USR00534,307083.46,Airtime,Telecom,2024-07-17
TXN0001706,USR00640,888123.79,Transfer,Food,2024-02-08
TXN0001707,USR01483,422574.88,Withdrawal,Food,2024-01-28
TXN0001708,USR00248,494957.62,Airtime,Real Estate,2024-10-12
TXN0001709,USR00350,718896.5,POS,Finance,2024-08-14
TXN0001710,USR00533,412458.26,Airtime,Utilities,2024-01-12
TXN0001711,USR01070,342521.5,Airtime,Telecom,2024-02-24
TXN0001712,USR00133,866480.16,Airtime,Telecom,2024-12-29
TXN0001713,USR01662,363313.78,POS,Real Estate,2024-11-11
TXN0001714,USR01734,451582.87,Bills,Real Estate,2024-11-23
TXN0001715,USR01426,590204.28,Bills,Utilities,2024-08-14
TXN0001716,USR01030,945780.05,POS,Retail,2024-03-29
TXN0001717,USR00012,461853.07,Transfer,Telecom,2024-05-08
TXN0001718,USR02107,797298.8,Transfer,Telecom,2024-03-01
TXN0001719,USR00412,553932.03,POS,Finance,2024-07-30
TXN0001720,USR01736,489085.92,Withdrawal,Telecom,2024-02-16
TXN0001721,USR02977,97608.74,Deposit,Entertainment,2024-09-21
TXN0001722,USR02949,592828.23,Transfer,Entertainment,2024-03-16
TXN0001723,USR02083,84618.02,Transfer,Finance,2024-08-25
TXN0001724,USR02919,54072.25,Airtime,Entertainment,2024-05-06
TXN0001725,USR01179,813033.74,Bills,Education,2024-01-25
TXN0001726,USR01641,300376.22,Airtime,Retail,2024-09-08
TXN0001727,USR01783,17626.11,Airtime,Entertainment,2024-01-13
TXN0001728,USR01831,676430.18,POS,Finance,2024-09-27
TXN0001729,USR00494,29878.08,Withdrawal,Telecom,2024-09-11
TXN0001730,USR00821,803691.89,Withdrawal,Finance,2024-12-09
TXN0001731,USR01792,921983.94,POS,Finance,2024-08-13
TXN0001732,USR00263,353362.74,Withdrawal,Transport,2024-02-10
TXN0001733,USR00078,853778.02,Transfer,Telecom,2024-12-24
TXN0001734,USR00411,414920.65,Bills,Entertainment,2024-07-25
TXN0001735,USR00478,755144.27,Transfer,Health,2024-01-13
TXN0001736,USR01034,467464.68,Transfer,Telecom,2024-12-07
TXN0001737,USR02228,585646.9,Withdrawal,Retail,2024-05-14
TXN0001738,USR02898,757335.02,Deposit,Utilities,2024-10-15
TXN0001739,USR02899,249440.42,Transfer,Entertainment,2024-06-10
TXN0001740,USR02494,255670.33,Withdrawal,Telecom,2024-01-22
TXN0001741,USR02450,646654.1,POS,Finance,2024-06-01
TXN0001742,USR02617,989698.96,Airtime,Retail,2024-09-27
TXN0001743,USR00493,439129.1,POS,Finance,2024-10-29
TXN0001744,USR01565,102234.91,Transfer,Food,2024-05-29
TXN0001745,USR01987,952554.9,POS,Real Estate,2024-05-26
TXN0001746,USR01321,830949.44,POS,Food,2024-04-29
TXN0001747,USR02744,967046.5,Withdrawal,Real Estate,2024-12-18
TXN0001748,USR02501,911986.33,POS,Telecom,2024-10-18
TXN0001749,USR01765,165309.54,Deposit,Food,2024-05-15
TXN0001750,USR01888,51170.55,Withdrawal,Food,2024-08-27
TXN0001751,USR00649,55111.43,Deposit,Telecom,2024-07-29
TXN0001752,USR00390,627843.89,Withdrawal,Retail,2024-12-04
TXN0001753,USR02520,701875.93,Withdrawal,Education,2024-12-16
TXN0001754,USR00601,448690.1,Transfer,Retail,2024-10-26
TXN0001755,USR02202,731009.81,Withdrawal,Real Estate,2024-01-12
TXN0001756,USR00290,508315.35,Withdrawal,Finance,2024-12-04
TXN0001757,USR00659,535196.39,Transfer,Health,2024-06-04
TXN0001758,USR00955,522041.38,Withdrawal,Health,2024-07-01
TXN0001759,USR00048,437779.87,Withdrawal,Food,2024-07-10
TXN0001760,USR00192,259648.52,POS,Health,2024-01-14
TXN0001761,USR00737,93878.24,Airtime,Finance,2024-12-07
TXN0001762,USR00375,595760.66,Deposit,Retail,2024-06-02
TXN0001763,USR02763,891010.86,Withdrawal,Utilities,2024-09-18
TXN0001764,USR02293,670477.59,Withdrawal,Food,2024-11-03
TXN0001765,USR02746,578679.7,POS,Telecom,2024-07-19
TXN0001766,USR02923,354769.96,Transfer,Utilities,2024-10-28
TXN0001767,USR01735,790157.78,Transfer,Entertainment,2024-02-15
TXN0001768,USR02631,899606.17,Airtime,Food,2024-09-10
TXN0001769,USR02831,893783.16,Withdrawal,Education,2024-12-11
TXN0001770,USR01886,354171.42,Withdrawal,Finance,2024-07-12
TXN0001771,USR02478,45358.5,POS,Utilities,2024-11-23
TXN0001772,USR01019,383853.55,Deposit,Utilities,2024-07-11
TXN0001773,USR01856,25815.89,Withdrawal,Utilities,2024-08-07
TXN0001774,USR02298,11812.91,Bills,Retail,2024-08-15
TXN0001775,USR01457,981229.06,Withdrawal,Transport,2024-03-22
TXN0001776,USR02240,275361.91,Airtime,Telecom,2024-07-27
TXN0001777,USR00910,960161.09,Bills,Education,2024-10-20
TXN0001778,USR02516,501907.92,Transfer,Finance,2024-12-22
TXN0001779,USR00620,395309.09,Withdrawal,Health,2024-05-12
TXN0001780,USR02553,425029.03,Transfer,Retail,2024-02-04
TXN0001781,USR00463,998710.05,Withdrawal,Transport,2024-04-19
TXN0001782,USR00669,640168.35,Airtime,Finance,2024-11-03
TXN0001783,USR01670,475214.89,Transfer,Entertainment,2024-04-19
TXN0001784,USR01043,43982.06,Bills,Education,2024-05-07
TXN0001785,USR02869,332583.89,Transfer,Food,2024-07-24
TXN0001786,USR02030,750525.61,Airtime,Utilities,2024-05-22
TXN0001787,USR02664,429031.51,Transfer,Transport,2024-02-19
TXN0001788,USR02324,28449.28,POS,Finance,2024-05-20
TXN0001789,USR01984,755653.63,Deposit,Retail,2024-08-28
TXN0001790,USR02436,700253.87,Withdrawal,Real Estate,2024-03-05
TXN0001791,USR02217,42022.49,Deposit,Telecom,2024-11-18
TXN0001792,USR00596,833360.44,Transfer,Utilities,2024-08-24
TXN0001793,USR00429,413816.32,Airtime,Entertainment,2024-05-18
TXN0001794,USR01086,626664.15,Withdrawal,Finance,2024-07-20
TXN0001795,USR01020,617482.56,Deposit,Real Estate,2024-10-02
TXN0001796,USR01277,549641.66,Withdrawal,Finance,2024-11-12
TXN0001797,USR00370,892543.8,Bills,Entertainment,2024-12-18
TXN0001798,USR00202,803617.77,Transfer,Retail,2024-06-09
TXN0001799,USR00240,679586.46,Deposit,Health,2024-11-02
TXN0001800,USR01563,697050.8,Deposit,Telecom,2024-05-06
TXN0001801,USR01731,474585.46,Deposit,Telecom,2024-02-06
TXN0001802,USR02275,537909.37,POS,Transport,2024-11-01
TXN0001803,USR02906,410907.03,Deposit,Food,2024-05-07
TXN0001804,USR01526,260053.1,Withdrawal,Telecom,2024-10-23
TXN0001805,USR02434,49341.85,Deposit,Real Estate,2024-01-04
TXN0001806,USR02378,298853.33,Bills,Food,2024-03-10
TXN0001807,USR02796,998639.28,Bills,Education,2024-07-11
TXN0001808,USR00205,497603.45,Bills,Finance,2024-08-08
TXN0001809,USR01273,820226.52,Bills,Finance,2024-01-08
TXN0001810,USR01393,756314.29,Withdrawal,Telecom,2024-09-07
TXN0001811,USR00905,768051.02,Airtime,Education,2024-06-06
TXN0001812,USR00994,425266.01,Bills,Utilities,2024-01-15
TXN0001813,USR02595,783321.67,Airtime,Finance,2024-07-14
TXN0001814,USR01625,54381.51,Deposit,Entertainment,2024-05-28
TXN0001815,USR00220,229056.11,Transfer,Finance,2024-06-26
TXN0001816,USR00624,118590.48,Bills,Food,2024-04-05
TXN0001817,USR01960,428295.92,Deposit,Health,2024-08-19
TXN0001818,USR02512,763855.38,Transfer,Finance,2024-03-09
TXN0001819,USR02905,177041.96,Transfer,Retail,2024-02-10
TXN0001820,USR01029,815321.64,Withdrawal,Education,2024-09-14
TXN0001821,USR02199,6318.06,Transfer,Retail,2024-01-31
TXN0001822,USR01971,981981.15,Deposit,Health,2024-09-21
TXN0001823,USR00325,196044.44,Airtime,Real Estate,2024-03-06
TXN0001824,USR00056,444199.08,Bills,Health,2024-07-02
TXN0001825,USR00673,792569.02,Deposit,Finance,2024-07-28
TXN0001826,USR00220,919536.93,Airtime,Education,2024-02-26
TXN0001827,USR01762,342281.55,Bills,Real Estate,2024-09-02
TXN0001828,USR02270,48284.02,Bills,Food,2024-09-29
TXN0001829,USR00717,947997.45,Bills,Food,2024-05-15
TXN0001830,USR00953,694776.49,Withdrawal,Entertainment,2024-10-12
TXN0001831,USR01100,796955.73,Transfer,Telecom,2024-07-04
TXN0001832,USR02674,254613.53,Bills,Utilities,2024-08-07
TXN0001833,USR00807,739818.82,Transfer,Retail,2024-06-22
TXN0001834,USR02921,154332.84,POS,Utilities,2024-04-09
TXN0001835,USR02995,765396.15,POS,Real Estate,2024-11-10
TXN0001836,USR01631,450859.52,Airtime,Transport,2024-02-13
TXN0001837,USR00682,641586.72,POS,Food,2024-11-26
TXN0001838,USR02807,538987.64,Airtime,Retail,2024-10-11
TXN0001839,USR02684,714273.22,Withdrawal,Telecom,2024-06-30
TXN0001840,USR01586,606818.57,Airtime,Telecom,2024-02-04
TXN0001841,USR01584,194522.85,Withdrawal,Transport,2024-11-21
TXN0001842,USR00594,503140.21,Bills,Real Estate,2024-10-06
TXN0001843,USR01252,847800.06,Transfer,Telecom,2024-06-18
TXN0001844,USR00426,787880.9,Withdrawal,Retail,2024-12-24
TXN0001845,USR02070,440653.04,Bills,Education,2024-07-21
TXN0001846,USR00706,345470.97,Bills,Utilities,2024-08-05
TXN0001847,USR01072,955519.45,Bills,Finance,2024-12-09
TXN0001848,USR02192,210423.75,Bills,Retail,2024-09-29
TXN0001849,USR02886,217598.99,Withdrawal,Retail,2024-11-13
TXN0001850,USR02974,650980.12,Deposit,Entertainment,2024-12-17
TXN0001851,USR02199,123508.05,POS,Education,2024-11-01
TXN0001852,USR01582,874157.76,Withdrawal,Real Estate,2024-05-10
TXN0001853,USR00635,527787.72,Deposit,Real Estate,2024-10-27
TXN0001854,USR02880,481344.13,Airtime,Health,2024-06-10
TXN0001855,USR01040,681086.85,POS,Transport,2024-08-18
TXN0001856,USR02451,861874.66,Withdrawal,Finance,2024-02-15
TXN0001857,USR00835,267945.79,Withdrawal,Transport,2024-03-30
TXN0001858,USR00976,521558.64,Withdrawal,Retail,2024-03-24
TXN0001859,USR02702,985332.46,Withdrawal,Health,2024-02-27
TXN0001860,USR02321,943711.78,Airtime,Food,2024-03-21
TXN0001861,USR02916,924168.01,Withdrawal,Education,2024-09-20
TXN0001862,USR00184,145876.39,Transfer,Telecom,2024-03-26
TXN0001863,USR00067,888984.98,Transfer,Education,2024-03-30
TXN0001864,USR00186,379526.16,Transfer,Education,2024-08-10
TXN0001865,USR02287,671538.07,Deposit,Health,2024-11-01
TXN0001866,USR00343,11401.83,Bills,Transport,2024-03-03
TXN0001867,USR02968,288905.85,Airtime,Education,2024-02-17
TXN0001868,USR02627,649945.02,Transfer,Real Estate,2024-06-12
TXN0001869,USR01132,786210.77,POS,Education,2024-01-25
TXN0001870,USR01674,314998.55,Withdrawal,Entertainment,2024-04-09
TXN0001871,USR00814,35062.2,Deposit,Telecom,2024-02-20
TXN0001872,USR00015,916015.18,Bills,Utilities,2024-07-25
TXN0001873,USR00306,379313.19,Bills,Telecom,2024-10-28
TXN0001874,USR02738,436024.04,POS,Finance,2024-01-24
TXN0001875,USR02652,13239.29,POS,Entertainment,2024-02-07
TXN0001876,USR02884,709016.27,Airtime,Utilities,2024-02-14
TXN0001877,USR00412,541744.97,POS,Real Estate,2024-08-16
TXN0001878,USR02534,269010.52,POS,Telecom,2024-10-29
TXN0001879,USR02301,367410.43,Airtime,Finance,2024-01-08
TXN0001880,USR00577,294341.96,POS,Education,2024-04-13
TXN0001881,USR00653,621905.09,POS,Real Estate,2024-10-16
TXN0001882,USR02212,528048.36,POS,Education,2024-01-08
TXN0001883,USR01936,565839.0,Withdrawal,Health,2024-11-21
TXN0001884,USR01520,364211.18,Withdrawal,Finance,2024-02-07
TXN0001885,USR02333,843923.33,POS,Finance,2024-08-20
TXN0001886,USR00092,236899.96,Transfer,Food,2024-10-31
TXN0001887,USR01469,764046.95,POS,Education,2024-12-25
TXN0001888,USR01240,380264.02,Transfer,Education,2024-04-05
TXN0001889,USR00571,368669.7,Transfer,Health,2024-10-19
TXN0001890,USR00483,314491.4,POS,Health,2024-09-18
TXN0001891,USR00566,90394.2,POS,Utilities,2024-12-27
TXN0001892,USR00396,784100.76,Withdrawal,Education,2024-04-04
TXN0001893,USR02426,608629.35,POS,Food,2024-02-17
TXN0001894,USR02471,162886.08,POS,Entertainment,2024-03-31
TXN0001895,USR02897,449388.8,Bills,Entertainment,2024-02-08
TXN0001896,USR02268,105414.64,Bills,Utilities,2024-03-08
TXN0001897,USR02072,319096.34,Airtime,Telecom,2024-01-24
TXN0001898,USR01504,126503.14,POS,Telecom,2024-03-13
TXN0001899,USR00204,938108.38,Transfer,Finance,2024-01-10
TXN0001900,USR01680,898495.83,Bills,Telecom,2024-12-26
TXN0001901,USR01141,827314.52,POS,Food,2024-04-18
TXN0001902,USR02954,611103.73,Bills,Telecom,2024-10-13
TXN0001903,USR02117,520266.09,Airtime,Food,2024-09-05
TXN0001904,USR00559,240522.16,POS,Retail,2024-08-19
TXN0001905,USR01529,924210.22,Transfer,Health,2024-10-04
TXN0001906,USR02628,942981.61,Deposit,Telecom,2024-06-28
TXN0001907,USR00005,371926.77,Withdrawal,Food,2024-10-21
TXN0001908,USR02691,981057.69,Transfer,Entertainment,2024-02-25
TXN0001909,USR00179,747581.28,Deposit,Entertainment,2024-02-11
TXN0001910,USR02333,53429.41,Airtime,Transport,2024-08-13
TXN0001911,USR01763,71065.93,Withdrawal,Entertainment,2024-08-24
TXN0001912,USR01051,956988.75,Deposit,Retail,2024-01-03
TXN0001913,USR02302,785249.76,Deposit,Entertainment,2024-10-20
TXN0001914,USR00577,810765.21,Withdrawal,Education,2024-04-26
TXN0001915,USR00874,555421.3,POS,Entertainment,2024-10-30
TXN0001916,USR01935,279172.46,Transfer,Finance,2024-05-11
TXN0001917,USR02954,959343.34,Withdrawal,Food,2024-02-15
TXN0001918,USR02206,804811.72,Transfer,Transport,2024-04-13
TXN0001919,USR01362,35714.53,Transfer,Food,2024-02-06
TXN0001920,USR01652,664054.37,Airtime,Food,2024-10-14
TXN0001921,USR02984,213492.87,Bills,Health,2024-05-31
TXN0001922,USR00621,337527.29,POS,Education,2024-05-03
TXN0001923,USR01784,979016.81,Transfer,Finance,2024-05-19
TXN0001924,USR02940,548043.55,Bills,Utilities,2024-10-28
TXN0001925,USR01244,195392.69,Airtime,Entertainment,2024-09-14
TXN0001926,USR02584,921152.19,Bills,Finance,2024-07-14
TXN0001927,USR01369,47623.31,Transfer,Health,2024-10-03
TXN0001928,USR01612,704746.28,Bills,Health,2024-05-21
TXN0001929,USR01627,80245.53,Airtime,Transport,2024-06-29
TXN0001930,USR02216,594147.21,Bills,Entertainment,2024-01-05
TXN0001931,USR01268,629017.64,Deposit,Telecom,2024-09-09
TXN0001932,USR00957,101896.25,Transfer,Retail,2024-11-03
TXN0001933,USR01589,778952.62,Transfer,Real Estate,2024-08-24
TXN0001934,USR01209,142495.6,Deposit,Health,2024-01-10
TXN0001935,USR00726,686799.58,Airtime,Telecom,2024-01-28
TXN0001936,USR00958,371074.48,Bills,Utilities,2024-11-13
TXN0001937,USR00003,682650.73,Transfer,Food,2024-02-12
TXN0001938,USR02318,784975.8,Bills,Telecom,2024-06-09
TXN0001939,USR02866,759593.89,Transfer,Retail,2024-08-01
TXN0001940,USR02947,214755.65,Airtime,Entertainment,2024-06-21
TXN0001941,USR02410,686447.42,Bills,Health,2024-12-01
TXN0001942,USR01795,339915.99,Bills,Telecom,2024-11-12
TXN0001943,USR01815,100072.98,Deposit,Transport,2024-09-09
TXN0001944,USR00203,595040.87,Bills,Real Estate,2024-08-25
TXN0001945,USR00945,28244.69,Deposit,Retail,2024-11-25
TXN0001946,USR02776,287987.77,Withdrawal,Transport,2024-07-20
TXN0001947,USR02372,203422.58,Transfer,Telecom,2024-01-07
TXN0001948,USR00879,937699.21,POS,Telecom,2024-03-05
TXN0001949,USR01165,972308.51,Transfer,Retail,2024-12-23
TXN0001950,USR00385,613507.62,Airtime,Entertainment,2024-11-16
TXN0001951,USR02235,891927.62,Bills,Entertainment,2024-11-11
TXN0001952,USR02810,909319.8,Withdrawal,Entertainment,2024-05-04
TXN0001953,USR00137,388044.37,Transfer,Finance,2024-07-04
TXN0001954,USR00054,940581.16,Deposit,Telecom,2024-10-18
TXN0001955,USR02243,942915.07,Transfer,Retail,2024-08-07
TXN0001956,USR00181,477604.67,Deposit,Transport,2024-08-12
TXN0001957,USR02787,267202.2,Airtime,Transport,2024-09-13
TXN0001958,USR01257,848307.54,Withdrawal,Entertainment,2024-10-18
TXN0001959,USR02011,2978.53,POS,Finance,2024-01-11
TXN0001960,USR00033,334307.11,Airtime,Food,2024-03-21
TXN0001961,USR00871,73063.89,POS,Entertainment,2024-01-06
TXN0001962,USR00434,183807.98,POS,Education,2024-07-19
TXN0001963,USR00766,61336.01,Deposit,Real Estate,2024-10-25
TXN0001964,USR00907,218991.15,Bills,Entertainment,2024-03-17
TXN0001965,USR00131,15430.28,Withdrawal,Telecom,2024-02-05
TXN0001966,USR00191,838961.64,Bills,Transport,2024-08-03
TXN0001967,USR01696,555874.15,Withdrawal,Utilities,2024-10-03
TXN0001968,USR00478,886420.28,Transfer,Finance,2024-03-18
TXN0001969,USR02525,794618.6,Transfer,Utilities,2024-04-22
TXN0001970,USR01870,957695.28,Bills,Real Estate,2024-06-20
TXN0001971,USR02317,451256.93,Airtime,Retail,2024-10-05
TXN0001972,USR01277,771111.05,Airtime,Finance,2024-10-30
TXN0001973,USR00734,419196.03,Transfer,Food,2024-05-03
TXN0001974,USR00319,520756.1,Bills,Health,2024-06-30
TXN0001975,USR00517,694963.37,Transfer,Health,2024-01-13
TXN0001976,USR00925,841884.51,Deposit,Education,2024-06-25
TXN0001977,USR00690,431562.36,Transfer,Real Estate,2024-04-06
TXN0001978,USR02149,67711.59,Transfer,Education,2024-03-28
TXN0001979,USR02812,722844.12,Bills,Real Estate,2024-09-07
TXN0001980,USR02061,772847.22,POS,Transport,2024-02-24
TXN0001981,USR00335,550327.48,Deposit,Real Estate,2024-06-19
TXN0001982,USR02828,749673.98,POS,Food,2024-10-18
TXN0001983,USR02117,381843.02,Transfer,Telecom,2024-02-18
TXN0001984,USR01961,917183.5,Withdrawal,Real Estate,2024-06-22
TXN0001985,USR01538,547578.85,Withdrawal,Food,2024-02-04
TXN0001986,USR00707,479695.47,Withdrawal,Utilities,2024-10-24
TXN0001987,USR02693,866258.53,Transfer,Education,2024-06-08
TXN0001988,USR00222,162680.91,Airtime,Education,2024-09-01
TXN0001989,USR02562,536746.71,Airtime,Food,2024-05-30
TXN0001990,USR00364,59347.7,Bills,Utilities,2024-03-20
TXN0001991,USR02995,654902.06,Airtime,Education,2024-05-22
TXN0001992,USR01475,421575.47,Withdrawal,Real Estate,2024-02-03
TXN0001993,USR00519,10405.83,Deposit,Telecom,2024-12-24
TXN0001994,USR00208,208015.87,Bills,Food,2024-11-20
TXN0001995,USR01798,130758.26,POS,Entertainment,2024-03-08
TXN0001996,USR00423,695512.81,Airtime,Entertainment,2024-03-06
TXN0001997,USR00536,898530.55,Withdrawal,Retail,2024-01-22
TXN0001998,USR01622,407276.16,Airtime,Telecom,2024-01-25
TXN0001999,USR02437,344565.12,Airtime,Health,2024-01-30
TXN0002000,USR02395,398003.69,Transfer,Real Estate,2024-07-01
TXN0002001,USR02801,767950.79,Transfer,Food,2024-03-08
TXN0002002,USR02809,415827.02,Deposit,Retail,2024-02-15
TXN0002003,USR00168,865215.22,Airtime,Real Estate,2024-07-12
TXN0002004,USR00120,218325.91,Bills,Transport,2024-09-28
TXN0002005,USR00274,821212.9,Withdrawal,Finance,2024-10-04
TXN0002006,USR00832,567575.02,Transfer,Finance,2024-03-18
TXN0002007,USR01663,56065.85,Withdrawal,Entertainment,2024-09-13
TXN0002008,USR01611,841465.48,POS,Telecom,2024-08-01
TXN0002009,USR00627,394122.03,Transfer,Real Estate,2024-12-24
TXN0002010,USR00248,362178.02,Bills,Real Estate,2024-07-20
TXN0002011,USR00149,300642.69,POS,Finance,2024-05-10
TXN0002012,USR02477,684920.15,Airtime,Transport,2024-04-10
TXN0002013,USR02652,8734.42,Withdrawal,Finance,2024-06-25
TXN0002014,USR00692,129649.75,POS,Food,2024-04-07
TXN0002015,USR00602,88641.87,Bills,Transport,2024-03-01
TXN0002016,USR01408,137617.81,Deposit,Education,2024-12-06
TXN0002017,USR00416,673570.76,Deposit,Education,2024-05-16
TXN0002018,USR00161,886306.2,Withdrawal,Health,2024-11-21
TXN0002019,USR02531,950379.99,Transfer,Real Estate,2024-10-31
TXN0002020,USR02967,639541.5,Bills,Retail,2024-03-16
TXN0002021,USR01080,682761.06,Airtime,Transport,2024-10-19
TXN0002022,USR02950,887383.2,Bills,Health,2024-05-02
TXN0002023,USR02731,888984.74,Transfer,Entertainment,2024-04-05
TXN0002024,USR00829,245673.23,Transfer,Transport,2024-04-25
TXN0002025,USR02739,834486.11,Withdrawal,Health,2024-12-27
TXN0002026,USR01094,980140.84,Bills,Health,2024-07-10
TXN0002027,USR02309,916153.46,Deposit,Utilities,2024-07-18
TXN0002028,USR02917,401495.96,Deposit,Utilities,2024-08-20
TXN0002029,USR00817,335636.12,Bills,Transport,2024-11-21
TXN0002030,USR01110,472293.23,POS,Finance,2024-10-15
TXN0002031,USR01566,776964.59,Transfer,Finance,2024-10-31
TXN0002032,USR00726,126647.74,Bills,Utilities,2024-05-23
TXN0002033,USR00033,697801.11,Withdrawal,Entertainment,2024-10-01
TXN0002034,USR01255,917080.7,Withdrawal,Retail,2024-11-12
TXN0002035,USR02441,760464.98,Airtime,Entertainment,2024-04-04
TXN0002036,USR01627,575800.86,Bills,Health,2024-07-09
TXN0002037,USR01132,13743.52,Airtime,Transport,2024-05-02
TXN0002038,USR01089,987300.68,Airtime,Finance,2024-10-28
TXN0002039,USR02735,52828.55,Bills,Education,2024-05-26
TXN0002040,USR00645,792679.22,POS,Retail,2024-05-06
TXN0002041,USR00875,886152.78,Deposit,Telecom,2024-06-11
TXN0002042,USR01876,220166.5,Airtime,Retail,2024-07-30
TXN0002043,USR00123,903685.28,Withdrawal,Retail,2024-12-14
TXN0002044,USR00685,821986.43,Airtime,Retail,2024-09-28
TXN0002045,USR02282,446744.36,Bills,Entertainment,2024-10-08
TXN0002046,USR02695,815681.53,Bills,Food,2024-07-04
TXN0002047,USR01064,797550.18,Bills,Health,2024-09-15
TXN0002048,USR00671,194156.56,Deposit,Telecom,2024-09-11
TXN0002049,USR00605,796672.51,Airtime,Health,2024-07-29
TXN0002050,USR01640,577388.68,Deposit,Entertainment,2024-03-08
TXN0002051,USR00457,468136.51,Bills,Telecom,2024-04-09
TXN0002052,USR02578,925014.45,Deposit,Entertainment,2024-01-24
