transaction_id,fraud_status
TXN0004062,clean
TXN0004063,clean
TXN0004064,clean
TXN0004065,clean
TXN0004066,clean
TXN0004067,clean
TXN0004068,clean
TXN0004069,clean
TXN0004070,clean
TXN0004071,fraud
TXN0004072,clean
TXN0004073,clean
TXN0004074,clean
TXN0004075,clean
TXN0004076,clean
TXN0004077,clean
TXN0004078,clean
TXN0004079,fraud
TXN0004080,clean
TXN0004081,clean
TXN0004082,clean
TXN0004083,clean
TXN0004084,fraud
TXN0004085,clean
TXN0004086,clean
TXN0004087,clean
TXN0004088,clean
TXN0004089,clean
TXN0004090,clean
TXN0004091,clean
TXN0004092,clean
TXN0004093,clean
TXN0004094,clean
TXN0004095,clean
TXN0004096,clean
TXN0004097,clean
TXN0004098,clean
TXN0004099,clean
TXN0004100,clean
TXN0004101,clean
TXN0004102,clean
TXN0004103,clean
TXN0004104,clean
TXN0004105,clean
TXN0004106,clean
TXN0004107,clean
TXN0004108,clean
TXN0004109,clean
TXN0004110,clean
TXN0004111,clean
TXN0004112,clean
TXN0004113,fraud
TXN0004114,clean
TXN0004115,clean
TXN0004116,clean
TXN0004117,clean
TXN0004118,clean
TXN0004119,fraud
TXN0004120,clean
TXN0004121,clean
TXN0004122,clean
TXN0004123,clean
TXN0004124,fraud
TXN0004125,clean
TXN0004126,fraud
TXN0004127,clean
TXN0004128,fraud
TXN0004129,clean
TXN0004130,clean
TXN0004131,clean
TXN0004132,clean
TXN0004133,fraud
TXN0004134,clean
TXN0004135,clean
TXN0004136,clean
TXN0004137,clean
TXN0004138,clean
TXN0004139,fraud
TXN0004140,clean
TXN0004141,clean
TXN0004142,clean
TXN0004143,clean
TXN0004144,clean
TXN0004145,clean
TXN0004146,clean
TXN0004147,clean
TXN0004148,clean
TXN0004149,clean
TXN0004150,clean
TXN0004151,clean
TXN0004152,clean
TXN0004153,clean
TXN0004154,clean
TXN0004155,clean
TXN0004156,clean
TXN0004157,clean
TXN0004158,clean
TXN0004159,clean
TXN0004160,clean
TXN0004161,clean
TXN0004162,clean
TXN0004163,clean
TXN0004164,clean
TXN0004165,clean
TXN0004166,clean
TXN0004167,clean
TXN0004168,clean
TXN0004169,clean
TXN0004170,clean
TXN0004171,clean
TXN0004172,clean
TXN0004173,clean
TXN0004174,clean
TXN0004175,clean
TXN0004176,clean
TXN0004177,clean
TXN0004178,clean
TXN0004179,clean
TXN0004180,clean
TXN0004181,clean
TXN0004182,clean
TXN0004183,clean
TXN0004184,clean
TXN0004185,clean
TXN0004186,clean
TXN0004187,clean
TXN0004188,clean
TXN0004189,clean
TXN0004190,clean
TXN0004191,clean
TXN0004192,clean
TXN0004193,clean
TXN0004194,clean
TXN0004195,clean
TXN0004196,clean
TXN0004197,clean
TXN0004198,clean
TXN0004199,clean
TXN0004200,clean
TXN0004201,clean
TXN0004202,clean
TXN0004203,clean
TXN0004204,clean
TXN0004205,clean
TXN0004206,clean
TXN0004207,clean
TXN0004208,clean
TXN0004209,fraud
TXN0004210,clean
TXN0004211,clean
TXN0004212,clean
TXN0004213,clean
TXN0004214,clean
TXN0004215,fraud
TXN0004216,clean
TXN0004217,clean
TXN0004218,clean
TXN0004219,clean
TXN0004220,clean
TXN0004221,clean
TXN0004222,clean
TXN0004223,clean
TXN0004224,fraud
TXN0004225,clean
TXN0004226,clean
TXN0004227,clean
TXN0004228,clean
TXN0004229,clean
TXN0004230,clean
TXN0004231,clean
TXN0004232,clean
TXN0004233,fraud
TXN0004234,clean
TXN0004235,clean
TXN0004236,clean
TXN0004237,clean
TXN0004238,clean
TXN0004239,clean
TXN0004240,clean
TXN0004241,clean
TXN0004242,clean
TXN0004243,clean
TXN0004244,clean
TXN0004245,clean
TXN0004246,clean
TXN0004247,clean
TXN0004248,clean
TXN0004249,clean
TXN0004250,clean
TXN0004251,clean
TXN0004252,clean
TXN0004253,fraud
TXN0004254,clean
TXN0004255,clean
TXN0004256,clean
TXN0004257,clean
TXN0004258,clean
TXN0004259,fraud
TXN0004260,clean
TXN0004261,clean
TXN0004262,clean
TXN0004263,clean
TXN0004264,clean
TXN0004265,clean
TXN0004266,clean
TXN0004267,fraud
TXN0004268,clean
TXN0004269,clean
TXN0004270,clean
TXN0004271,clean
TXN0004272,clean
TXN0004273,clean
TXN0004274,clean
TXN0004275,clean
TXN0004276,clean
TXN0004277,clean
TXN0004278,clean
TXN0004279,clean
TXN0004280,clean
TXN0004281,clean
TXN0004282,clean
TXN0004283,clean
TXN0004284,fraud
TXN0004285,clean
TXN0004286,clean
TXN0004287,clean
TXN0004288,clean
TXN0004289,clean
TXN0004290,clean
TXN0004291,clean
TXN0004292,clean
TXN0004293,clean
TXN0004294,clean
TXN0004295,clean
TXN0004296,clean
TXN0004297,clean
TXN0004298,clean
TXN0004299,clean
TXN0004300,clean
TXN0004301,clean
TXN0004302,clean
TXN0004303,clean
TXN0004304,clean
TXN0004305,clean
TXN0004306,fraud
TXN0004307,clean
TXN0004308,clean
TXN0004309,clean
TXN0004310,fraud
TXN0004311,clean
TXN0004312,clean
TXN0004313,clean
TXN0004314,clean
TXN0004315,clean
TXN0004316,clean
TXN0004317,clean
TXN0004318,clean
TXN0004319,clean
TXN0004320,clean
TXN0004321,clean
TXN0004322,clean
TXN0004323,clean
TXN0004324,clean
TXN0004325,clean
TXN0004326,clean
TXN0004327,clean
TXN0004328,clean
TXN0004329,clean
TXN0004330,clean
TXN0004331,clean
TXN0004332,clean
TXN0004333,clean
TXN0004334,clean
TXN0004335,clean
TXN0004336,clean
TXN0004337,clean
TXN0004338,clean
TXN0004339,clean
TXN0004340,clean
TXN0004341,clean
TXN0004342,clean
TXN0004343,fraud
TXN0004344,clean
TXN0004345,clean
TXN0004346,clean
TXN0004347,clean
TXN0004348,clean
TXN0004349,clean
TXN0004350,clean
TXN0004351,clean
TXN0004352,fraud
TXN0004353,clean
TXN0004354,clean
TXN0004355,clean
TXN0004356,clean
TXN0004357,clean
TXN0004358,clean
TXN0004359,clean
TXN0004360,clean
TXN0004361,clean
TXN0004362,clean
TXN0004363,clean
TXN0004364,clean
TXN0004365,clean
TXN0004366,clean
TXN0004367,clean
TXN0004368,clean
TXN0004369,clean
TXN0004370,clean
TXN0004371,clean
TXN0004372,clean
TXN0004373,clean
TXN0004374,clean
TXN0004375,clean
TXN0004376,clean
TXN0004377,clean
TXN0004378,clean
TXN0004379,clean
TXN0004380,clean
TXN0004381,clean
TXN0004382,clean
TXN0004383,clean
TXN0004384,clean
TXN0004385,clean
TXN0004386,fraud
TXN0004387,clean
TXN0004388,clean
TXN0004389,clean
TXN0004390,clean
TXN0004391,clean
TXN0004392,clean
TXN0004393,clean
TXN0004394,clean
TXN0004395,clean
TXN0004396,fraud
TXN0004397,fraud
TXN0004398,clean
TXN0004399,clean
TXN0004400,clean
TXN0004401,clean
TXN0004402,clean
TXN0004403,clean
TXN0004404,clean
TXN0004405,fraud
TXN0004406,clean
TXN0004407,clean
TXN0004408,clean
TXN0004409,clean
TXN0004410,clean
TXN0004411,clean
TXN0004412,clean
TXN0004413,clean
TXN0004414,clean
TXN0004415,clean
TXN0004416,clean
TXN0004417,clean
TXN0004418,clean
TXN0004419,clean
TXN0004420,fraud
TXN0004421,clean
TXN0004422,clean
TXN0004423,clean
TXN0004424,clean
TXN0004425,clean
TXN0004426,clean
TXN0004427,clean
TXN0004428,clean
TXN0004429,clean
TXN0004430,clean
TXN0004431,clean
TXN0004432,clean
TXN0004433,clean
TXN0004434,clean
TXN0004435,clean
TXN0004436,fraud
TXN0004437,clean
TXN0004438,clean
TXN0004439,clean
TXN0004440,clean
TXN0004441,clean
TXN0004442,clean
TXN0004443,clean
TXN0004444,clean
TXN0004445,clean
TXN0004446,clean
TXN0004447,clean
TXN0004448,clean
TXN0004449,clean
TXN0004450,clean
TXN0004451,clean
TXN0004452,clean
TXN0004453,clean
TXN0004454,clean
TXN0004455,clean
TXN0004456,clean
TXN0004457,clean
TXN0004458,clean
TXN0004459,fraud
TXN0004460,clean
TXN0004461,clean
TXN0004462,clean
TXN0004463,clean
TXN0004464,fraud
TXN0004465,clean
TXN0004466,clean
TXN0004467,clean
TXN0004468,clean
TXN0004469,clean
TXN0004470,clean
TXN0004471,clean
TXN0004472,clean
TXN0004473,clean
TXN0004474,clean
TXN0004475,fraud
TXN0004476,clean
TXN0004477,clean
TXN0004478,clean
TXN0004479,clean
TXN0004480,clean
TXN0004481,clean
TXN0004482,clean
TXN0004483,fraud
TXN0004484,clean
TXN0004485,clean
TXN0004486,clean
TXN0004487,clean
TXN0004488,clean
TXN0004489,clean
TXN0004490,clean
TXN0004491,clean
TXN0004492,clean
TXN0004493,clean
TXN0004494,fraud
TXN0004495,fraud
TXN0004496,fraud
TXN0004497,clean
TXN0004498,clean
TXN0004499,clean
TXN0004500,clean
TXN0004501,clean
TXN0004502,clean
TXN0004503,clean
TXN0004504,clean
TXN0004505,clean
TXN0004506,clean
TXN0004507,clean
TXN0004508,clean
TXN0004509,clean
TXN0004510,clean
TXN0004511,clean
TXN0004512,clean
TXN0004513,clean
TXN0004514,clean
TXN0004515,clean
TXN0004516,clean
TXN0004517,clean
TXN0004518,clean
TXN0004519,clean
TXN0004520,fraud
TXN0004521,clean
TXN0004522,clean
TXN0004523,fraud
TXN0004524,clean
TXN0004525,clean
TXN0004526,clean
TXN0004527,clean
TXN0004528,clean
TXN0004529,clean
TXN0004530,clean
TXN0004531,clean
TXN0004532,clean
TXN0004533,clean
TXN0004534,clean
TXN0004535,clean
TXN0004536,fraud
TXN0004537,clean
TXN0004538,clean
TXN0004539,clean
TXN0004540,clean
TXN0004541,clean
TXN0004542,clean
TXN0004543,clean
TXN0004544,fraud
TXN0004545,clean
TXN0004546,clean
TXN0004547,clean
TXN0004548,clean
TXN0004549,clean
TXN0004550,clean
TXN0004551,clean
TXN0004552,clean
TXN0004553,clean
TXN0004554,clean
TXN0004555,clean
TXN0004556,clean
TXN0004557,clean
TXN0004558,clean
TXN0004559,clean
TXN0004560,fraud
TXN0004561,fraud
TXN0004562,clean
TXN0004563,clean
TXN0004564,clean
TXN0004565,clean
TXN0004566,clean
TXN0004567,clean
TXN0004568,clean
TXN0004569,clean
TXN0004570,clean
TXN0004571,clean
TXN0004572,clean
TXN0004573,clean
TXN0004574,clean
TXN0004575,clean
TXN0004576,clean
TXN0004577,clean
TXN0004578,clean
TXN0004579,clean
TXN0004580,clean
TXN0004581,clean
TXN0004582,fraud
TXN0004583,clean
TXN0004584,clean
TXN0004585,fraud
TXN0004586,clean
TXN0004587,clean
TXN0004588,clean
TXN0004589,clean
TXN0004590,clean
TXN0004591,clean
TXN0004592,clean
TXN0004593,clean
TXN0004594,clean
TXN0004595,clean
TXN0004596,clean
TXN0004597,clean
TXN0004598,clean
TXN0004599,clean
TXN0004600,clean
TXN0004601,fraud
TXN0004602,clean
TXN0004603,clean
TXN0004604,clean
TXN0004605,clean
TXN0004606,clean
TXN0004607,clean
TXN0004608,clean
TXN0004609,clean
TXN0004610,clean
TXN0004611,clean
TXN0004612,clean
TXN0004613,clean
TXN0004614,clean
TXN0004615,clean
TXN0004616,clean
TXN0004617,clean
TXN0004618,clean
TXN0004619,clean
TXN0004620,clean
TXN0004621,clean
TXN0004622,clean
TXN0004623,clean
TXN0004624,clean
TXN0004625,clean
TXN0004626,clean
TXN0004627,clean
TXN0004628,clean
TXN0004629,clean
TXN0004630,clean
TXN0004631,clean
TXN0004632,clean
TXN0004633,clean
TXN0004634,clean
TXN0004635,clean
TXN0004636,clean
TXN0004637,fraud
TXN0004638,clean
TXN0004639,clean
TXN0004640,clean
TXN0004641,clean
TXN0004642,fraud
TXN0004643,clean
TXN0004644,clean
TXN0004645,clean
TXN0004646,clean
TXN0004647,clean
TXN0004648,clean
TXN0004649,clean
TXN0004650,clean
TXN0004651,clean
TXN0004652,clean
TXN0004653,clean
TXN0004654,clean
TXN0004655,clean
TXN0004656,clean
TXN0004657,clean
TXN0004658,clean
TXN0004659,clean
TXN0004660,clean
TXN0004661,clean
TXN0004662,clean
TXN0004663,clean
TXN0004664,clean
TXN0004665,clean
TXN0004666,clean
TXN0004667,clean
TXN0004668,clean
TXN0004669,clean
TXN0004670,clean
TXN0004671,clean
TXN0004672,clean
TXN0004673,clean
TXN0004674,clean
TXN0004675,clean
TXN0004676,clean
TXN0004677,clean
TXN0004678,clean
TXN0004679,clean
TXN0004680,fraud
TXN0004681,clean
TXN0004682,clean
TXN0004683,clean
TXN0004684,clean
TXN0004685,clean
TXN0004686,clean
TXN0004687,clean
TXN0004688,clean
TXN0004689,clean
TXN0004690,clean
TXN0004691,clean
TXN0004692,clean
TXN0004693,clean
TXN0004694,clean
TXN0004695,clean
TXN0004696,clean
TXN0004697,clean
TXN0004698,clean
TXN0004699,clean
TXN0004700,clean
TXN0004701,clean
TXN0004702,clean
TXN0004703,fraud
TXN0004704,clean
TXN0004705,clean
TXN0004706,fraud
TXN0004707,clean
TXN0004708,clean
TXN0004709,clean
TXN0004710,clean
TXN0004711,clean
TXN0004712,clean
TXN0004713,clean
TXN0004714,clean
TXN0004715,clean
TXN0004716,clean
TXN0004717,clean
TXN0004718,clean
TXN0004719,clean
TXN0004720,clean
TXN0004721,clean
TXN0004722,clean
TXN0004723,clean
TXN0004724,clean
TXN0004725,clean
TXN0004726,clean
TXN0004727,clean
TXN0004728,clean
TXN0004729,clean
TXN0004730,clean
TXN0004731,clean
TXN0004732,clean
TXN0004733,clean
TXN0004734,clean
TXN0004735,clean
TXN0004736,clean
TXN0004737,clean
TXN0004738,clean
TXN0004739,clean
TXN0004740,clean
TXN0004741,clean
TXN0004742,clean
TXN0004743,clean
TXN0004744,fraud
TXN0004745,clean
TXN0004746,clean
TXN0004747,clean
TXN0004748,clean
TXN0004749,clean
TXN0004750,fraud
TXN0004751,fraud
TXN0004752,clean
TXN0004753,clean
TXN0004754,clean
TXN0004755,clean
TXN0004756,clean
TXN0004757,clean
TXN0004758,clean
TXN0004759,clean
TXN0004760,clean
TXN0004761,clean
TXN0004762,clean
TXN0004763,clean
TXN0004764,clean
TXN0004765,fraud
TXN0004766,clean
TXN0004767,fraud
TXN0004768,clean
TXN0004769,clean
TXN0004770,clean
TXN0004771,clean
TXN0004772,clean
TXN0004773,clean
TXN0004774,clean
TXN0004775,clean
TXN0004776,clean
TXN0004777,clean
TXN0004778,clean
TXN0004779,clean
TXN0004780,clean
TXN0004781,clean
TXN0004782,clean
TXN0004783,clean
TXN0004784,clean
TXN0004785,clean
TXN0004786,clean
TXN0004787,clean
TXN0004788,clean
TXN0004789,clean
TXN0004790,clean
TXN0004791,clean
TXN0004792,clean
TXN0004793,clean
TXN0004794,clean
TXN0004795,clean
TXN0004796,clean
TXN0004797,clean
TXN0004798,clean
TXN0004799,clean
TXN0004800,clean
TXN0004801,clean
TXN0004802,clean
TXN0004803,clean
TXN0004804,clean
TXN0004805,clean
TXN0004806,clean
TXN0004807,clean
TXN0004808,clean
TXN0004809,clean
TXN0004810,clean
TXN0004811,clean
TXN0004812,clean
TXN0004813,clean
TXN0004814,clean
TXN0004815,clean
TXN0004816,clean
TXN0004817,clean
TXN0004818,clean
TXN0004819,clean
TXN0004820,clean
TXN0004821,clean
TXN0004822,clean
TXN0004823,clean
TXN0004824,clean
TXN0004825,fraud
TXN0004826,clean
TXN0004827,clean
TXN0004828,clean
TXN0004829,clean
TXN0004830,clean
TXN0004831,fraud
TXN0004832,clean
TXN0004833,clean
TXN0004834,clean
TXN0004835,fraud
TXN0004836,clean
TXN0004837,clean
TXN0004838,clean
TXN0004839,clean
TXN0004840,clean
TXN0004841,clean
TXN0004842,clean
TXN0004843,clean
TXN0004844,clean
TXN0004845,clean
TXN0004846,clean
TXN0004847,clean
TXN0004848,clean
TXN0004849,clean
TXN0004850,clean
TXN0004851,clean
TXN0004852,clean
TXN0004853,clean
TXN0004854,clean
TXN0004855,fraud
TXN0004856,clean
TXN0004857,clean
TXN0004858,clean
TXN0004859,clean
TXN0004860,clean
TXN0004861,clean
TXN0004862,clean
TXN0004863,clean
TXN0004864,clean
TXN0004865,clean
TXN0004866,clean
TXN0004867,clean
TXN0004868,clean
TXN0004869,fraud
TXN0004870,clean
TXN0004871,clean
TXN0004872,clean
TXN0004873,clean
TXN0004874,clean
TXN0004875,clean
TXN0004876,clean
TXN0004877,clean
TXN0004878,clean
TXN0004879,clean
TXN0004880,clean
TXN0004881,clean
TXN0004882,clean
TXN0004883,clean
TXN0004884,clean
TXN0004885,clean
TXN0004886,clean
TXN0004887,clean
TXN0004888,clean
TXN0004889,fraud
TXN0004890,clean
TXN0004891,clean
TXN0004892,clean
TXN0004893,clean
TXN0004894,clean
TXN0004895,clean
TXN0004896,fraud
TXN0004897,clean
TXN0004898,clean
TXN0004899,clean
TXN0004900,clean
TXN0004901,fraud
TXN0004902,clean
TXN0004903,clean
TXN0004904,clean
TXN0004905,clean
TXN0004906,clean
TXN0004907,fraud
TXN0004908,clean
TXN0004909,clean
TXN0004910,clean
TXN0004911,clean
TXN0004912,fraud
TXN0004913,clean
TXN0004914,clean
TXN0004915,clean
TXN0004916,clean
TXN0004917,clean
TXN0004918,clean
TXN0004919,clean
TXN0004920,clean
TXN0004921,clean
TXN0004922,clean
TXN0004923,clean
TXN0004924,clean
TXN0004925,clean
TXN0004926,clean
TXN0004927,clean
TXN0004928,clean
TXN0004929,clean
TXN0004930,clean
TXN0004931,clean
TXN0004932,clean
TXN0004933,clean
TXN0004934,fraud
TXN0004935,clean
TXN0004936,clean
TXN0004937,clean
TXN0004938,clean
TXN0004939,clean
TXN0004940,clean
TXN0004941,clean
TXN0004942,clean
TXN0004943,clean
TXN0004944,fraud
TXN0004945,clean
TXN0004946,clean
TXN0004947,clean
TXN0004948,clean
TXN0004949,clean
TXN0004950,clean
TXN0004951,clean
TXN0004952,clean
TXN0004953,clean
TXN0004954,clean
TXN0004955,clean
TXN0004956,clean
TXN0004957,clean
TXN0004958,clean
TXN0004959,clean
TXN0004960,clean
TXN0004961,clean
TXN0004962,clean
TXN0004963,clean
TXN0004964,clean
TXN0004965,clean
TXN0004966,clean
TXN0004967,clean
TXN0004968,clean
TXN0004969,clean
TXN0004970,clean
TXN0004971,clean
TXN0004972,clean
TXN0004973,clean
TXN0004974,clean
TXN0004975,clean
TXN0004976,fraud
TXN0004977,clean
TXN0004978,clean
TXN0004979,clean
TXN0004980,clean
TXN0004981,clean
TXN0004982,clean
TXN0004983,clean
TXN0004984,clean
TXN0004985,clean
TXN0004986,clean
TXN0004987,clean
TXN0004988,fraud
TXN0004989,clean
TXN0004990,clean
TXN0004991,clean
TXN0004992,clean
TXN0004993,clean
TXN0004994,fraud
TXN0004995,clean
TXN0004996,clean
TXN0004997,clean
TXN0004998,clean
TXN0004999,clean
TXN0005000,clean
TXN0005001,clean
TXN0005002,clean
TXN0005003,clean
TXN0005004,clean
TXN0005005,clean
TXN0005006,clean
TXN0005007,fraud
TXN0005008,clean
TXN0005009,clean
TXN0005010,clean
TXN0005011,clean
TXN0005012,clean
TXN0005013,clean
TXN0005014,clean
TXN0005015,clean
TXN0005016,clean
TXN0005017,clean
TXN0005018,clean
TXN0005019,clean
TXN0005020,fraud
TXN0005021,clean
TXN0005022,fraud
TXN0005023,clean
TXN0005024,clean
TXN0005025,clean
TXN0005026,clean
TXN0005027,clean
TXN0005028,clean
TXN0005029,clean
TXN0005030,clean
TXN0005031,clean
TXN0005032,clean
TXN0005033,clean
TXN0005034,clean
TXN0005035,clean
TXN0005036,clean
TXN0005037,clean
TXN0005038,clean
TXN0005039,clean
TXN0005040,clean
TXN0005041,fraud
TXN0005042,clean
TXN0005043,clean
TXN0005044,clean
TXN0005045,clean
TXN0005046,clean
TXN0005047,clean
TXN0005048,clean
TXN0005049,clean
TXN0005050,clean
TXN0005051,clean
TXN0005052,clean
TXN0005053,clean
TXN0005054,clean
TXN0005055,clean
TXN0005056,clean
TXN0005057,fraud
TXN0005058,clean
TXN0005059,clean
TXN0005060,clean
TXN0005061,clean
TXN0005062,clean
TXN0005063,clean
TXN0005064,clean
TXN0005065,clean
TXN0005066,clean
TXN0005067,clean
TXN0005068,fraud
TXN0005069,clean
TXN0005070,clean
TXN0005071,clean
TXN0005072,clean
TXN0005073,clean
TXN0005074,clean
TXN0005075,fraud
TXN0005076,clean
TXN0005077,clean
TXN0005078,clean
TXN0005079,clean
TXN0005080,clean
TXN0005081,clean
TXN0005082,clean
TXN0005083,clean
TXN0005084,clean
TXN0005085,fraud
TXN0005086,clean
TXN0005087,clean
TXN0005088,clean
TXN0005089,clean
TXN0005090,clean
TXN0005091,clean
TXN0005092,clean
TXN0005093,clean
TXN0005094,clean
TXN0005095,fraud
TXN0005096,fraud
TXN0005097,clean
TXN0005098,clean
TXN0005099,clean
TXN0005100,clean
TXN0005101,clean
TXN0005102,clean
TXN0005103,clean
TXN0005104,clean
TXN0005105,clean
TXN0005106,clean
TXN0005107,clean
TXN0005108,clean
TXN0005109,clean
TXN0005110,clean
TXN0005111,clean
TXN0005112,clean
TXN0005113,clean
TXN0005114,clean
TXN0005115,clean
TXN0005116,clean
TXN0005117,clean
TXN0005118,clean
TXN0005119,clean
TXN0005120,clean
TXN0005121,clean
TXN0005122,clean
TXN0005123,clean
TXN0005124,clean
TXN0005125,clean
TXN0005126,clean
TXN0005127,clean
TXN0005128,clean
TXN0005129,clean
TXN0005130,fraud
TXN0005131,clean
TXN0005132,clean
TXN0005133,clean
TXN0005134,clean
TXN0005135,clean
TXN0005136,clean
TXN0005137,clean
TXN0005138,clean
TXN0005139,clean
TXN0005140,clean
TXN0005141,clean
TXN0005142,clean
TXN0005143,clean
TXN0005144,clean
TXN0005145,clean
TXN0005146,clean
TXN0005147,fraud
TXN0005148,fraud
TXN0005149,clean
TXN0005150,clean
TXN0005151,clean
TXN0005152,clean
TXN0005153,clean
TXN0005154,clean
TXN0005155,clean
TXN0005156,clean
TXN0005157,clean
TXN0005158,clean
TXN0005159,clean
TXN0005160,clean
TXN0005161,clean
TXN0005162,clean
TXN0005163,clean
TXN0005164,clean
TXN0005165,clean
TXN0005166,clean
TXN0005167,clean
TXN0005168,clean
TXN0005169,clean
TXN0005170,clean
TXN0005171,clean
TXN0005172,clean
TXN0005173,clean
TXN0005174,clean
TXN0005175,clean
TXN0005176,clean
TXN0005177,clean
TXN0005178,clean
TXN0005179,clean
TXN0005180,fraud
TXN0005181,clean
TXN0005182,clean
TXN0005183,clean
TXN0005184,clean
TXN0005185,clean
TXN0005186,clean
TXN0005187,clean
TXN0005188,clean
TXN0005189,fraud
TXN0005190,clean
TXN0005191,clean
TXN0005192,fraud
TXN0005193,clean
TXN0005194,clean
TXN0005195,clean
TXN0005196,clean
TXN0005197,clean
TXN0005198,clean
TXN0005199,clean
TXN0005200,clean
TXN0005201,clean
TXN0005202,clean
TXN0005203,clean
TXN0005204,clean
TXN0005205,clean
TXN0005206,clean
TXN0005207,clean
TXN0005208,clean
TXN0005209,clean
TXN0005210,clean
TXN0005211,clean
TXN0005212,clean
TXN0005213,clean
TXN0005214,clean
TXN0005215,clean
TXN0005216,clean
TXN0005217,fraud
TXN0005218,clean
TXN0005219,clean
TXN0005220,clean
TXN0005221,clean
TXN0005222,clean
TXN0005223,clean
TXN0005224,clean
TXN0005225,clean
TXN0005226,fraud
TXN0005227,clean
TXN0005228,clean
TXN0005229,fraud
TXN0005230,clean
TXN0005231,fraud
TXN0005232,clean
TXN0005233,clean
TXN0005234,clean
TXN0005235,clean
TXN0005236,clean
TXN0005237,clean
TXN0005238,clean
TXN0005239,clean
TXN0005240,clean
TXN0005241,clean
TXN0005242,clean
TXN0005243,clean
TXN0005244,clean
TXN0005245,clean
TXN0005246,clean
TXN0005247,clean
TXN0005248,clean
TXN0005249,clean
TXN0005250,clean
TXN0005251,clean
TXN0005252,clean
TXN0005253,clean
TXN0005254,clean
TXN0005255,clean
TXN0005256,clean
TXN0005257,clean
TXN0005258,clean
TXN0005259,clean
TXN0005260,fraud
TXN0005261,clean
TXN0005262,clean
TXN0005263,clean
TXN0005264,clean
TXN0005265,clean
TXN0005266,clean
TXN0005267,fraud
TXN0005268,fraud
TXN0005269,clean
TXN0005270,clean
TXN0005271,clean
TXN0005272,clean
TXN0005273,clean
TXN0005274,clean
TXN0005275,clean
TXN0005276,clean
TXN0005277,clean
TXN0005278,clean
TXN0005279,clean
TXN0005280,clean
TXN0005281,clean
TXN0005282,clean
TXN0005283,clean
TXN0005284,clean
TXN0005285,clean
TXN0005286,clean
TXN0005287,clean
TXN0005288,clean
TXN0005289,clean
TXN0005290,clean
TXN0005291,clean
TXN0005292,clean
TXN0005293,fraud
TXN0005294,clean
TXN0005295,clean
TXN0005296,clean
TXN0005297,clean
TXN0005298,clean
TXN0005299,clean
TXN0005300,clean
TXN0005301,clean
TXN0005302,clean
TXN0005303,clean
TXN0005304,clean
TXN0005305,clean
TXN0005306,clean
TXN0005307,clean
TXN0005308,clean
TXN0005309,clean
TXN0005310,clean
TXN0005311,clean
TXN0005312,clean
TXN0005313,clean
TXN0005314,clean
TXN0005315,clean
TXN0005316,clean
TXN0005317,clean
TXN0005318,clean
TXN0005319,clean
TXN0005320,clean
TXN0005321,clean
TXN0005322,clean
TXN0005323,clean
TXN0005324,clean
TXN0005325,clean
TXN0005326,clean
TXN0005327,clean
TXN0005328,fraud
TXN0005329,clean
TXN0005330,clean
TXN0005331,clean
TXN0005332,clean
TXN0005333,clean
TXN0005334,clean
TXN0005335,clean
TXN0005336,clean
TXN0005337,clean
TXN0005338,clean
TXN0005339,clean
TXN0005340,clean
TXN0005341,clean
TXN0005342,clean
TXN0005343,clean
TXN0005344,clean
TXN0005345,clean
TXN0005346,clean
TXN0005347,clean
TXN0005348,clean
TXN0005349,clean
TXN0005350,clean
TXN0005351,clean
TXN0005352,clean
TXN0005353,clean
TXN0005354,clean
TXN0005355,clean
TXN0005356,clean
TXN0005357,clean
TXN0005358,clean
TXN0005359,clean
TXN0005360,clean
TXN0005361,clean
TXN0005362,clean
TXN0005363,clean
TXN0005364,clean
TXN0005365,clean
TXN0005366,fraud
TXN0005367,clean
TXN0005368,clean
TXN0005369,clean
TXN0005370,clean
TXN0005371,clean
TXN0005372,clean
TXN0005373,clean
TXN0005374,clean
TXN0005375,clean
TXN0005376,clean
TXN0005377,clean
TXN0005378,clean
TXN0005379,clean
TXN0005380,clean
TXN0005381,clean
TXN0005382,clean
TXN0005383,clean
TXN0005384,clean
TXN0005385,clean
TXN0005386,clean
TXN0005387,clean
TXN0005388,clean
TXN0005389,clean
TXN0005390,clean
TXN0005391,clean
TXN0005392,clean
TXN0005393,fraud
TXN0005394,clean
TXN0005395,clean
TXN0005396,clean
TXN0005397,clean
TXN0005398,clean
TXN0005399,clean
TXN0005400,clean
TXN0005401,clean
TXN0005402,clean
TXN0005403,clean
TXN0005404,clean
TXN0005405,clean
TXN0005406,clean
TXN0005407,clean
TXN0005408,clean
TXN0005409,clean
TXN0005410,clean
TXN0005411,clean
TXN0005412,clean
TXN0005413,clean
TXN0005414,clean
TXN0005415,clean
TXN0005416,clean
TXN0005417,fraud
TXN0005418,clean
TXN0005419,clean
TXN0005420,clean
TXN0005421,clean
TXN0005422,clean
TXN0005423,clean
TXN0005424,clean
TXN0005425,fraud
TXN0005426,clean
TXN0005427,clean
TXN0005428,clean
TXN0005429,clean
TXN0005430,clean
TXN0005431,clean
TXN0005432,clean
TXN0005433,clean
TXN0005434,clean
TXN0005435,clean
TXN0005436,clean
TXN0005437,clean
TXN0005438,clean
TXN0005439,clean
TXN0005440,fraud
TXN0005441,clean
TXN0005442,clean
TXN0005443,clean
TXN0005444,clean
TXN0005445,clean
TXN0005446,clean
TXN0005447,clean
TXN0005448,clean
TXN0005449,clean
