user_id,signup_date,city,device_type
USR00668,2023-02-22,Uyo,iOS
USR00669,2024-01-07,Owerri,USSD
USR00670,2023-03-17,Kaduna,Web
USR00671,2024-07-17,Port Harcourt,Android
USR00672,2023-05-12,Abuja,Web
USR00673,2024-01-18,Enugu,USSD
USR00674,2023-05-28,Ibadan,Web
USR00675,2024-05-27,Lagos,Android
USR00676,2023-02-09,Kano,USSD
USR00677,2024-04-30,Owerri,Web
USR00678,2023-06-02,Uyo,iOS
USR00679,2023-12-02,Uyo,USSD
USR00680,2023-06-16,Kaduna,USSD
USR00681,2024-08-30,Enugu,Web
USR00682,2024-12-26,Uyo,USSD
USR00683,2024-05-01,Lagos,USSD
USR00684,2023-12-06,Abuja,Web
USR00685,2024-08-20,Port Harcourt,Android
USR00686,2024-09-03,Benin City,USSD
USR00687,2024-11-02,Uyo,iOS
USR00688,2023-02-22,Uyo,Web
USR00689,2023-06-24,Owerri,Web
USR00690,2023-06-01,Ibadan,Android
USR00691,2024-08-09,Abuja,iOS
USR00692,2023-01-20,Benin City,USSD
USR00693,2024-03-04,Kano,Web
USR00694,2024-12-08,Ibadan,Web
USR00695,2024-05-28,Uyo,Web
USR00696,2023-03-05,Kano,iOS
USR00697,2024-07-28,Enugu,Web
USR00698,2024-06-22,Kaduna,USSD
USR00699,2023-06-27,Benin City,USSD
USR00700,2024-07-13,Enugu,USSD
USR00701,2024-09-16,Benin City,iOS
USR00702,2023-09-10,Port Harcourt,USSD
USR00703,2023-08-19,Port Harcourt,USSD
USR00704,2024-12-22,Ibadan,Web
USR00705,2023-11-21,Benin City,USSD
USR00706,2024-07-27,Port Harcourt,USSD
USR00707,2023-05-05,Uyo,Web
USR00708,2024-02-09,Enugu,iOS
USR00709,2023-10-25,Lagos,USSD
USR00710,2023-03-22,Enugu,Web
USR00711,2024-11-02,Port Harcourt,Web
USR00712,2023-08-08,Ibadan,USSD
USR00713,2024-07-29,Port Harcourt,iOS
USR00714,2023-04-22,Uyo,iOS
USR00715,2023-09-06,Lagos,iOS
USR00716,2024-10-15,Ibadan,Android
USR00717,2023-04-13,Kaduna,USSD
USR00718,2024-04-28,Abuja,iOS
USR00719,2023-01-06,Owerri,iOS
USR00720,2024-02-21,Benin City,Web
USR00721,2024-10-28,Ibadan,USSD
USR00722,2023-11-25,Port Harcourt,Android
USR00723,2023-04-02,Uyo,iOS
USR00724,2024-07-01,Lagos,iOS
USR00725,2024-03-03,Kano,Android
USR00726,2024-02-11,Benin City,iOS
USR00727,2023-10-24,Lagos,Android
USR00728,2023-11-02,Uyo,Android
USR00729,2023-12-10,Port Harcourt,Web
USR00730,2024-10-18,Owerri,Web
USR00731,2023-05-18,Owerri,Web
USR00732,2023-10-07,Ibadan,Android
USR00733,2023-12-05,Kano,Web
USR00734,2024-10-25,Port Harcourt,iOS
USR00735,2023-01-15,Enugu,USSD
USR00736,2024-08-04,Ibadan,iOS
USR00737,2024-09-17,Kaduna,Web
USR00738,2024-06-11,Enugu,Android
USR00739,2024-02-15,Abuja,iOS
USR00740,2023-05-24,Benin City,USSD
USR00741,2023-09-12,Lagos,USSD
USR00742,2024-01-28,Ibadan,Web
USR00743,2023-10-01,Enugu,USSD
USR00744,2024-08-19,Uyo,Android
USR00745,2023-09-25,Enugu,iOS
USR00746,2023-03-05,Abuja,Web
USR00747,2023-11-11,Kano,Web
USR00748,2024-12-03,Owerri,USSD
USR00749,2024-12-07,Abuja,USSD
USR00750,2024-01-12,Uyo,iOS
USR00751,2023-08-13,Kano,Web
USR00752,2023-06-06,Benin City,USSD
USR00753,2024-03-01,Owerri,Web
USR00754,2024-07-04,Ibadan,iOS
USR00755,2024-11-27,Uyo,Android
USR00756,2024-06-22,Benin City,USSD
USR00757,2023-03-21,Uyo,Android
USR00758,2023-03-05,Owerri,iOS
USR00759,2024-08-09,Owerri,iOS
USR00760,2023-06-18,Enugu,Web
USR00761,2023-04-30,Ibadan,Web
USR00762,2023-04-04,Owerri,Web
USR00763,2023-02-26,Benin City,iOS
USR00764,2024-06-09,Kaduna,Web
USR00765,2024-07-31,Lagos,Web
USR00766,2024-11-19,Port Harcourt,Android
USR00767,2024-02-10,Port Harcourt,Android
USR00768,2023-08-12,Uyo,Android
USR00769,2023-02-16,Kaduna,USSD
USR00770,2024-12-18,Abuja,Android
USR00771,2023-03-12,Benin City,Android
USR00772,2023-10-21,Kaduna,iOS
USR00773,2023-05-19,Kaduna,USSD
USR00774,2024-01-27,Benin City,Web
USR00775,2024-01-20,Abuja,iOS
USR00776,2024-10-31,Enugu,Android
USR00777,2023-07-02,Owerri,Web
USR00778,2024-06-25,Kano,iOS
USR00779,2023-01-04,Lagos,USSD
USR00780,2024-04-19,Owerri,Web
USR00781,2024-06-28,Kaduna,iOS
USR00782,2023-09-11,Benin City,USSD
USR00783,2023-06-08,Port Harcourt,iOS
USR00784,2023-04-26,Lagos,Web
USR00785,2024-09-21,Lagos,iOS
USR00786,2023-07-31,Abuja,Android
USR00787,2024-08-31,Lagos,Web
USR00788,2024-09-04,Lagos,iOS
USR00789,2023-02-15,Kaduna,Web
USR00790,2023-08-28,Owerri,iOS
USR00791,2023-02-27,Kano,USSD
USR00792,2023-08-28,Uyo,USSD
USR00793,2024-08-14,Uyo,USSD
USR00794,2023-08-31,Port Harcourt,iOS
USR00795,2024-11-07,Owerri,iOS
USR00796,2024-02-28,Port Harcourt,USSD
USR00797,2023-03-04,Owerri,iOS
USR00798,2024-10-03,Kaduna,Web
USR00799,2023-02-18,Enugu,Web
USR00800,2024-06-21,Enugu,Web
USR00801,2024-02-23,Kano,USSD
USR00802,2024-01-21,Kano,Web
USR00803,2023-09-04,Ibadan,USSD
USR00804,2024-12-25,Kano,Web
USR00805,2023-03-01,Owerri,Web
USR00806,2024-03-02,Owerri,iOS
USR00807,2024-02-02,Ibadan,USSD
USR00808,2023-07-28,Enugu,Android
USR00809,2024-04-05,Enugu,Android
USR00810,2024-07-02,Ibadan,Android
USR00811,2023-10-02,Kaduna,Android
USR00812,2023-03-16,Ibadan,iOS
USR00813,2024-05-05,Ibadan,USSD
USR00814,2023-11-07,Lagos,iOS
USR00815,2023-07-14,Abuja,Web
USR00816,2023-09-06,Uyo,iOS
USR00817,2024-02-11,Ibadan,USSD
USR00818,2023-10-17,Kaduna,Web
USR00819,2024-06-30,Enugu,USSD
USR00820,2023-09-25,Enugu,Web
USR00821,2024-04-22,Abuja,Web
USR00822,2023-11-24,Ibadan,USSD
USR00823,2023-11-17,Kaduna,Android
USR00824,2024-07-30,Ibadan,iOS
USR00825,2023-01-17,Port Harcourt,Web
USR00826,2023-10-30,Kano,iOS
USR00827,2023-12-04,Ibadan,Web
USR00828,2024-08-06,Ibadan,Web
USR00829,2024-07-17,Enugu,USSD
USR00830,2024-05-15,Benin City,Web
USR00831,2023-06-22,Enugu,iOS
USR00832,2023-05-24,Owerri,Web
USR00833,2023-07-08,Owerri,Android
USR00834,2024-06-20,Lagos,Android
USR00835,2024-11-15,Lagos,Android
USR00836,2024-02-27,Kano,iOS
USR00837,2023-03-11,Kano,Android
USR00838,2023-08-12,Owerri,Web
USR00839,2024-01-18,Lagos,Web
USR00840,2024-11-06,Benin City,Android
USR00841,2023-01-07,Owerri,Web
USR00842,2023-01-13,Lagos,USSD
USR00843,2024-07-02,Port Harcourt,Android
USR00844,2024-05-29,Kaduna,iOS
USR00845,2023-04-20,Abuja,iOS
USR00846,2023-09-04,Ibadan,USSD
USR00847,2023-12-29,Port Harcourt,Web
USR00848,2023-03-22,Enugu,Web
USR00849,2024-04-15,Uyo,iOS
USR00850,2024-12-14,Ibadan,USSD
USR00851,2024-12-01,Abuja,Android
USR00852,2023-04-06,Kaduna,Web
USR00853,2024-01-22,Owerri,Web
USR00854,2023-02-27,Lagos,iOS
USR00855,2023-03-26,Benin City,Web
USR00856,2024-10-22,Enugu,Android
USR00857,2024-06-24,Lagos,iOS
USR00858,2023-08-05,Uyo,Web
USR00859,2023-10-05,Lagos,Android
USR00860,2024-12-01,Port Harcourt,Android
USR00861,2023-07-03,Enugu,Android
USR00862,2023-08-01,Uyo,iOS
USR00863,2024-12-30,Kaduna,Android
USR00864,2023-11-03,Kano,iOS
USR00865,2024-08-03,Kaduna,USSD
USR00866,2024-01-29,Kano,Android
USR00867,2024-05-27,Enugu,Android
USR00868,2023-04-11,Kaduna,iOS
USR00869,2023-03-19,Enugu,Web
USR00870,2023-12-01,Lagos,USSD
USR00871,2024-04-06,Benin City,iOS
USR00872,2023-12-31,Owerri,Web
USR00873,2024-03-18,Kano,Web
USR00874,2023-03-29,Uyo,USSD
USR00875,2023-09-10,Abuja,Android
USR00876,2023-10-02,Kano,Web
USR00877,2024-12-29,Kano,Web
USR00878,2023-11-21,Enugu,Android
USR00879,2023-04-04,Lagos,USSD
USR00880,2024-03-31,Enugu,USSD
USR00881,2023-04-15,Kano,Android
USR00882,2023-07-11,Kaduna,Web
USR00883,2024-07-24,Owerri,Web
USR00884,2023-04-16,Lagos,Android
USR00885,2023-12-29,Owerri,Android
USR00886,2024-09-03,Uyo,USSD
USR00887,2024-01-30,Lagos,USSD
USR00888,2024-02-28,Kaduna,Android
USR00889,2024-07-26,Ibadan,iOS
USR00890,2024-12-02,Kaduna,iOS
USR00891,2023-05-23,Port Harcourt,USSD
USR00892,2023-10-02,Benin City,iOS
USR00893,2023-03-06,Kano,Web
USR00894,2023-10-10,Kaduna,USSD
USR00895,2024-05-10,Abuja,USSD
USR00896,2023-09-15,Ibadan,Web
USR00897,2024-08-31,Uyo,iOS
USR00898,2024-04-13,Abuja,iOS
USR00899,2023-11-08,Lagos,Web
USR00900,2023-12-07,Uyo,Web
USR00901,2023-12-04,Benin City,USSD
USR00902,2024-03-16,Uyo,iOS
USR00903,2023-11-04,Enugu,iOS
USR00904,2024-05-05,Enugu,iOS
USR00905,2024-02-12,Enugu,USSD
USR00906,2024-12-12,Benin City,iOS
USR00907,2023-11-30,Kaduna,USSD
USR00908,2024-02-07,Enugu,Android
USR00909,2024-07-31,Ibadan,iOS
USR00910,2024-11-29,Owerri,Android
USR00911,2024-04-17,Ibadan,Web
USR00912,2023-10-26,Abuja,Web
USR00913,2024-11-20,Benin City,iOS
USR00914,2024-10-10,Port Harcourt,iOS
USR00915,2023-09-16,Kano,Web
USR00916,2024-01-22,Abuja,Web
USR00917,2024-09-04,Benin City,Web
USR00918,2024-07-01,Owerri,Web
USR00919,2024-07-10,Lagos,USSD
USR00920,2024-12-19,Owerri,Android
USR00921,2023-04-22,Ibadan,USSD
USR00922,2023-06-20,Uyo,Android
USR00923,2024-07-30,Kaduna,USSD
USR00924,2024-03-16,Abuja,Android
USR00925,2023-04-11,Port Harcourt,iOS
USR00926,2024-06-06,Owerri,iOS
USR00927,2024-04-01,Enugu,Web
USR00928,2024-04-19,Uyo,iOS
USR00929,2023-12-20,Lagos,Web
USR00930,2023-04-18,Port Harcourt,Web
USR00931,2023-03-29,Abuja,iOS
USR00932,2023-12-23,Port Harcourt,USSD
USR00933,2024-04-11,Ibadan,Web
USR00934,2023-12-23,Benin City,Android
USR00935,2024-03-24,Benin City,USSD
USR00936,2023-03-10,Port Harcourt,Android
USR00937,2024-12-28,Abuja,Android
USR00938,2023-12-18,Abuja,iOS
USR00939,2023-09-07,Owerri,iOS
USR00940,2024-07-19,Kano,USSD
USR00941,2024-07-27,Kaduna,Web
USR00942,2023-08-26,Kaduna,iOS
USR00943,2023-07-10,Kaduna,Web
USR00944,2023-01-30,Uyo,iOS
USR00945,2024-04-05,Uyo,Web
USR00946,2024-02-03,Lagos,iOS
USR00947,2023-07-30,Port Harcourt,Android
USR00948,2024-08-14,Abuja,iOS
USR00949,2024-01-10,Enugu,iOS
USR00950,2024-04-13,Abuja,USSD
USR00951,2024-11-17,Benin City,USSD
USR00952,2024-09-03,Kaduna,Web
USR00953,2024-08-24,Abuja,USSD
USR00954,2023-12-27,Benin City,iOS
USR00955,2024-11-20,Port Harcourt,Android
USR00956,2024-11-19,Kano,USSD
USR00957,2023-05-01,Ibadan,USSD
USR00958,2023-04-30,Kano,USSD
USR00959,2024-12-11,Kano,Web
USR00960,2024-03-04,Uyo,iOS
USR00961,2024-08-11,Kaduna,Web
USR00962,2023-07-10,Benin City,iOS
USR00963,2024-07-22,Kano,Web
USR00964,2023-10-23,Kano,iOS
USR00965,2023-11-19,Benin City,Android
USR00966,2024-01-03,Lagos,Web
USR00967,2023-05-20,Ibadan,Web
USR00968,2024-07-29,Owerri,Web
USR00969,2024-02-23,Benin City,Web
USR00970,2024-12-28,Benin City,Web
USR00971,2023-06-21,Abuja,Android
USR00972,2023-08-14,Port Harcourt,Android
USR00973,2023-10-09,Ibadan,USSD
USR00974,2023-06-22,Benin City,Web
USR00975,2024-07-16,Owerri,Android
USR00976,2024-08-09,Abuja,USSD
USR00977,2024-07-10,Enugu,Android
USR00978,2024-03-27,Owerri,iOS
USR00979,2024-03-11,Abuja,iOS
USR00980,2023-11-01,Lagos,Web
USR00981,2023-09-27,Enugu,Android
USR00982,2024-03-25,Abuja,iOS
USR00983,2023-08-03,Uyo,USSD
USR00984,2024-12-28,Uyo,Web
USR00985,2023-06-19,Uyo,iOS
USR00986,2023-07-31,Ibadan,Android
USR00987,2024-08-06,Enugu,USSD
USR00988,2024-09-03,Owerri,iOS
USR00989,2023-11-28,Port Harcourt,USSD
USR00990,2024-08-09,Port Harcourt,Android
USR00991,2023-05-19,Kaduna,Android
USR00992,2023-10-11,Kano,iOS
USR00993,2023-09-13,Kano,USSD
USR00994,2023-09-11,Kaduna,Web
USR00995,2023-05-26,Uyo,USSD
USR00996,2024-10-04,Kaduna,Web
USR00997,2024-04-07,Abuja,Android
USR00998,2024-02-17,Owerri,USSD
USR00999,2024-12-12,Enugu,Web
USR01000,2024-05-14,Enugu,Android
USR01001,2023-04-06,Benin City,USSD
USR01002,2023-03-06,Owerri,Web
USR01003,2023-08-12,Kaduna,iOS
USR01004,2024-05-21,Port Harcourt,USSD
USR01005,2023-10-18,Enugu,iOS
USR01006,2024-08-02,Benin City,USSD
USR01007,2024-11-29,Lagos,Android
USR01008,2023-04-12,Benin City,Android
USR01009,2023-05-08,Kano,Web
USR01010,2024-04-12,Lagos,Web
USR01011,2023-07-27,Kano,USSD
USR01012,2023-06-12,Port Harcourt,Android
USR01013,2024-11-01,Enugu,USSD
USR01014,2023-03-26,Enugu,iOS
USR01015,2023-02-23,Kaduna,USSD
USR01016,2024-12-17,Ibadan,Web
USR01017,2024-11-02,Abuja,Android
USR01018,2023-01-02,Ibadan,Web
USR01019,2023-03-21,Kano,iOS
USR01020,2024-06-15,Benin City,Android
USR01021,2023-01-09,Enugu,Android
USR01022,2024-03-08,Kano,Web
USR01023,2023-03-14,Ibadan,Web
USR01024,2023-04-02,Abuja,Android
USR01025,2023-11-17,Enugu,USSD
USR01026,2023-05-21,Kaduna,iOS
USR01027,2024-10-18,Kano,Android
USR01028,2024-06-27,Uyo,Android
USR01029,2024-09-16,Kano,Web
USR01030,2023-12-26,Ibadan,iOS
USR01031,2024-02-26,Uyo,Web
USR01032,2023-08-11,Abuja,Android
USR01033,2023-05-24,Abuja,Web
USR01034,2023-12-26,Kaduna,USSD
USR01035,2023-05-24,Ibadan,USSD
USR01036,2024-10-22,Abuja,iOS
USR01037,2024-07-20,Uyo,USSD
USR01038,2024-12-08,Lagos,USSD
USR01039,2023-07-30,Owerri,iOS
USR01040,2024-02-06,Port Harcourt,Android
USR01041,2023-09-03,Benin City,Web
USR01042,2023-04-26,Ibadan,Web
USR01043,2024-10-15,Uyo,Android
USR01044,2024-06-24,Lagos,USSD
USR01045,2023-11-21,Kano,Web
USR01046,2024-08-05,Kaduna,USSD
USR01047,2024-07-13,Kano,Web
USR01048,2023-03-16,Lagos,Android
USR01049,2023-01-15,Port Harcourt,iOS
USR01050,2023-02-10,Lagos,Web
USR01051,2024-06-02,Port Harcourt,Web
USR01052,2024-03-09,Kaduna,Android
USR01053,2024-10-17,Owerri,iOS
USR01054,2023-10-12,Abuja,USSD
USR01055,2023-03-22,Owerri,iOS
USR01056,2023-06-09,Owerri,USSD
USR01057,2024-02-05,Uyo,Android
USR01058,2023-11-14,Kaduna,iOS
USR01059,2023-03-01,Ibadan,Android
USR01060,2024-03-20,Abuja,Web
USR01061,2024-09-18,Uyo,Android
USR01062,2023-11-13,Kano,Android
USR01063,2023-01-13,Kano,Android
USR01064,2023-06-17,Benin City,USSD
USR01065,2024-06-19,Owerri,USSD
USR01066,2023-06-20,Enugu,iOS
USR01067,2023-10-03,Abuja,Android
USR01068,2023-12-10,Kaduna,USSD
USR01069,2024-06-20,Abuja,USSD
USR01070,2024-12-30,Uyo,Android
USR01071,2024-05-23,Benin City,USSD
USR01072,2023-02-26,Benin City,iOS
USR01073,2024-01-12,Kano,USSD
USR01074,2023-04-16,Uyo,Android
USR01075,2023-08-22,Owerri,Android
USR01076,2023-02-15,Lagos,iOS
USR01077,2023-02-17,Benin City,USSD
USR01078,2024-01-28,Kano,iOS
USR01079,2023-02-06,Owerri,Web
USR01080,2023-08-18,Enugu,iOS
USR01081,2024-03-02,Enugu,USSD
USR01082,2023-03-21,Uyo,USSD
USR01083,2023-05-03,Owerri,Android
USR01084,2023-07-03,Ibadan,Android
USR01085,2024-02-15,Abuja,Web
USR01086,2023-10-17,Port Harcourt,USSD
USR01087,2023-03-30,Owerri,Web
USR01088,2023-01-09,Enugu,iOS
USR01089,2023-10-26,Uyo,USSD
USR01090,2024-09-29,Ibadan,Web
USR01091,2024-01-13,Uyo,Web
USR01092,2023-07-20,Owerri,iOS
USR01093,2023-06-04,Lagos,Web
USR01094,2023-01-25,Ibadan,USSD
USR01095,2024-10-13,Lagos,USSD
USR01096,2023-01-02,Kaduna,USSD
USR01097,2023-04-17,Ibadan,iOS
USR01098,2024-03-05,Benin City,Android
USR01099,2023-05-26,Port Harcourt,Android
USR01100,2023-02-14,Ibadan,Web
USR01101,2024-12-18,Enugu,Web
USR01102,2023-03-28,Uyo,Android
USR01103,2024-06-01,Kano,Web
USR01104,2023-03-18,Uyo,Android
USR01105,2024-03-21,Kano,iOS
USR01106,2023-10-26,Port Harcourt,USSD
USR01107,2024-02-07,Enugu,USSD
USR01108,2024-04-08,Port Harcourt,iOS
USR01109,2023-03-18,Ibadan,iOS
USR01110,2024-08-21,Abuja,iOS
USR01111,2023-04-19,Kano,Web
USR01112,2024-04-22,Enugu,Web
USR01113,2023-05-04,Owerri,USSD
USR01114,2023-08-01,Benin City,USSD
USR01115,2024-04-19,Port Harcourt,Android
USR01116,2023-04-03,Kano,USSD
USR01117,2024-12-22,Uyo,Android
USR01118,2023-08-09,Enugu,iOS
USR01119,2023-04-04,Ibadan,USSD
USR01120,2024-02-10,Owerri,Android
USR01121,2024-11-24,Port Harcourt,USSD
USR01122,2023-06-28,Lagos,Web
USR01123,2024-04-08,Owerri,iOS
USR01124,2023-04-07,Benin City,Android
USR01125,2023-05-24,Abuja,Android
USR01126,2023-03-05,Ibadan,iOS
USR01127,2023-07-22,Kaduna,USSD
USR01128,2024-12-03,Abuja,USSD
USR01129,2023-03-18,Lagos,Android
USR01130,2023-07-22,Benin City,iOS
USR01131,2023-04-05,Enugu,Android
USR01132,2023-02-13,Benin City,Android
USR01133,2023-06-22,Uyo,Web
USR01134,2024-02-09,Benin City,Android
USR01135,2024-01-27,Kaduna,iOS
USR01136,2023-12-29,Ibadan,iOS
USR01137,2023-10-09,Port Harcourt,Web
USR01138,2023-06-02,Lagos,iOS
USR01139,2024-10-24,Port Harcourt,Web
USR01140,2024-02-26,Owerri,Web
USR01141,2023-03-04,Abuja,USSD
USR01142,2024-01-28,Kano,Web
USR01143,2023-07-24,Owerri,iOS
USR01144,2024-10-07,Owerri,Android
USR01145,2024-01-27,Enugu,Web
USR01146,2024-07-11,Benin City,USSD
USR01147,2024-08-02,Owerri,USSD
USR01148,2024-02-02,Port Harcourt,iOS
USR01149,2023-01-27,Enugu,iOS
USR01150,2023-01-31,Port Harcourt,Android
USR01151,2024-04-28,Owerri,USSD
USR01152,2024-08-21,Ibadan,iOS
USR01153,2023-04-13,Ibadan,iOS
USR01154,2023-09-30,Owerri,Android
USR01155,2023-08-13,Uyo,Web
USR01156,2023-12-30,Kano,iOS
USR01157,2023-08-31,Uyo,USSD
USR01158,2024-12-15,Enugu,Android
USR01159,2024-12-21,Enugu,iOS
USR01160,2024-07-30,Ibadan,Web
USR01161,2024-07-09,Port Harcourt,iOS
USR01162,2024-05-17,Lagos,Android
USR01163,2023-02-27,Ibadan,iOS
USR01164,2023-01-21,Owerri,Web
USR01165,2023-01-01,Enugu,iOS
USR01166,2023-05-14,Enugu,iOS
USR01167,2023-11-28,Lagos,Android
USR01168,2023-06-01,Uyo,iOS
USR01169,2023-04-24,Owerri,USSD
USR01170,2023-03-16,Enugu,Web
USR01171,2024-08-23,Abuja,USSD
USR01172,2023-11-06,Enugu,iOS
USR01173,2023-06-11,Kaduna,Web
USR01174,2024-10-26,Enugu,iOS
USR01175,2024-12-25,Owerri,USSD
USR01176,2023-08-17,Uyo,iOS
USR01177,2024-01-23,Port Harcourt,USSD
USR01178,2023-05-11,Kano,Android
USR01179,2024-12-19,Uyo,Web
USR01180,2024-08-04,Lagos,iOS
USR01181,2024-09-08,Enugu,iOS
USR01182,2024-10-16,Uyo,Android
USR01183,2024-05-23,Kano,USSD
USR01184,2023-03-21,Ibadan,USSD
USR01185,2023-11-24,Kano,Android
USR01186,2024-12-26,Enugu,Web
USR01187,2023-01-12,Port Harcourt,iOS
USR01188,2023-09-13,Abuja,USSD
USR01189,2023-09-20,Abuja,Android
USR01190,2023-02-19,Kaduna,Web
USR01191,2024-03-05,Kano,Web
USR01192,2024-05-19,Kaduna,USSD
USR01193,2024-07-13,Kaduna,Android
USR01194,2024-05-05,Uyo,iOS
USR01195,2023-06-16,Benin City,Android
USR01196,2023-02-04,Port Harcourt,Android
USR01197,2023-11-23,Port Harcourt,Android
USR01198,2023-03-17,Enugu,iOS
USR01199,2024-01-20,Kano,Android
USR01200,2024-07-14,Abuja,USSD
USR01201,2024-08-31,Uyo,Web
USR01202,2024-12-22,Lagos,Web
USR01203,2024-10-31,Kano,Web
USR01204,2023-06-10,Lagos,Android
USR01205,2023-12-06,Ibadan,iOS
USR01206,2024-02-24,Owerri,USSD
USR01207,2024-11-07,Port Harcourt,USSD
USR01208,2023-09-01,Abuja,Android
USR01209,2024-02-07,Uyo,Web
USR01210,2023-06-07,Lagos,USSD
USR01211,2023-01-04,Kaduna,Android
USR01212,2023-10-29,Uyo,Web
USR01213,2023-07-24,Abuja,Android
USR01214,2023-07-31,Kano,USSD
USR01215,2023-03-25,Benin City,Android
USR01216,2023-11-12,Kaduna,Web
USR01217,2024-05-15,Port Harcourt,Android
USR01218,2024-10-19,Owerri,Web
USR01219,2023-07-09,Enugu,Web
USR01220,2024-01-14,Kano,Web
USR01221,2023-02-15,Port Harcourt,Web
USR01222,2024-04-21,Port Harcourt,iOS
USR01223,2023-10-03,Uyo,Android
USR01224,2023-06-04,Abuja,Android
USR01225,2024-11-15,Enugu,Web
USR01226,2024-08-26,Ibadan,Android
USR01227,2024-02-01,Owerri,Web
USR01228,2024-07-02,Benin City,iOS
USR01229,2024-05-02,Port Harcourt,Android
USR01230,2024-02-09,Lagos,iOS
USR01231,2023-05-04,Benin City,iOS
USR01232,2023-06-21,Ibadan,iOS
USR01233,2023-05-10,Lagos,Web
USR01234,2023-03-22,Kaduna,iOS
USR01235,2024-10-04,Kano,USSD
USR01236,2023-11-24,Abuja,Android
USR01237,2024-02-02,Owerri,Web
USR01238,2024-07-19,Enugu,USSD
USR01239,2024-06-16,Benin City,Android
USR01240,2024-12-18,Uyo,Web
USR01241,2023-04-26,Kaduna,iOS
USR01242,2023-06-01,Uyo,Android
USR01243,2023-04-19,Uyo,Android
USR01244,2023-10-20,Owerri,USSD
USR01245,2024-02-25,Port Harcourt,Web
USR01246,2024-11-01,Benin City,Web
USR01247,2023-02-08,Kano,USSD
USR01248,2024-02-17,Kano,Web
USR01249,2023-02-09,Kaduna,USSD
USR01250,2024-12-08,Ibadan,Android
USR01251,2024-05-01,Port Harcourt,USSD
USR01252,2023-01-21,Enugu,USSD
USR01253,2023-11-15,Port Harcourt,Web
USR01254,2024-12-13,Abuja,iOS
USR01255,2023-05-18,Port Harcourt,Web
USR01256,2023-11-25,Port Harcourt,Web
USR01257,2024-09-11,Abuja,iOS
USR01258,2024-03-28,Ibadan,Web
USR01259,2024-05-11,Owerri,USSD
USR01260,2023-02-27,Owerri,iOS
USR01261,2023-03-09,Port Harcourt,Web
USR01262,2023-05-19,Owerri,Android
USR01263,2023-06-27,Ibadan,iOS
USR01264,2023-03-01,Ibadan,Android
USR01265,2024-04-12,Lagos,USSD
USR01266,2024-12-22,Ibadan,USSD
USR01267,2024-01-13,Benin City,Web
USR01268,2024-10-12,Abuja,Android
USR01269,2023-09-05,Enugu,Web
USR01270,2024-08-31,Benin City,iOS
USR01271,2024-04-30,Uyo,USSD
USR01272,2023-12-19,Kano,USSD
USR01273,2024-12-06,Abuja,USSD
USR01274,2023-01-29,Kaduna,Android
USR01275,2023-06-16,Uyo,iOS
USR01276,2023-08-15,Ibadan,iOS
USR01277,2023-10-03,Kaduna,Android
USR01278,2024-11-29,Lagos,Web
USR01279,2023-05-16,Kano,Android
USR01280,2023-08-18,Port Harcourt,USSD
USR01281,2024-12-30,Port Harcourt,Web
USR01282,2024-01-21,Enugu,Web
USR01283,2023-09-16,Ibadan,Web
USR01284,2023-11-06,Owerri,Web
USR01285,2024-08-21,Abuja,Android
USR01286,2024-06-07,Enugu,USSD
USR01287,2023-11-02,Abuja,Web
USR01288,2023-03-07,Enugu,USSD
USR01289,2024-10-17,Enugu,USSD
USR01290,2023-09-25,Port Harcourt,iOS
USR01291,2023-06-03,Owerri,iOS
USR01292,2023-02-28,Uyo,Web
USR01293,2024-11-07,Enugu,iOS
USR01294,2023-01-27,Benin City,USSD
USR01295,2023-09-23,Kaduna,Web
USR01296,2024-02-02,Lagos,iOS
USR01297,2023-12-18,Ibadan,Web
USR01298,2024-11-18,Enugu,USSD
USR01299,2023-06-24,Owerri,iOS
USR01300,2023-10-28,Abuja,Web
USR01301,2023-05-12,Port Harcourt,iOS
USR01302,2024-11-27,Enugu,Android
USR01303,2023-08-16,Enugu,iOS
USR01304,2023-11-11,Kaduna,USSD
USR01305,2024-01-16,Port Harcourt,USSD
USR01306,2024-04-19,Abuja,Web
USR01307,2023-02-24,Uyo,Android
USR01308,2024-04-28,Ibadan,Android
USR01309,2024-11-28,Kaduna,USSD
USR01310,2024-02-28,Lagos,iOS
USR01311,2023-05-21,Ibadan,USSD
USR01312,2024-02-24,Uyo,Web
USR01313,2023-05-27,Enugu,iOS
USR01314,2023-03-24,Benin City,USSD
USR01315,2024-10-08,Kano,USSD
USR01316,2024-10-11,Lagos,Android
USR01317,2024-04-07,Port Harcourt,iOS
USR01318,2023-06-22,Uyo,iOS
USR01319,2024-05-16,Abuja,iOS
USR01320,2024-09-21,Kaduna,Web
USR01321,2024-02-18,Kaduna,Web
USR01322,2024-01-28,Lagos,Android
USR01323,2024-06-30,Ibadan,USSD
USR01324,2023-01-15,Enugu,iOS
USR01325,2023-01-19,Lagos,iOS
USR01326,2023-08-20,Enugu,USSD
USR01327,2023-05-13,Abuja,Web
USR01328,2024-05-30,Uyo,USSD
USR01329,2023-06-21,Abuja,Android
USR01330,2023-11-02,Port Harcourt,Web
USR01331,2024-06-16,Uyo,USSD
USR01332,2024-03-20,Kano,USSD
USR01333,2024-05-16,Enugu,iOS
USR01334,2023-06-18,Kaduna,Android
USR01335,2023-08-22,Ibadan,iOS
